history_id,opportunity_id,stage,entered_at,exited_at
H002096,O00533,Prospecting,2024-12-28,2025-02-12
H002097,O00533,Closed Lost,2025-02-12,
H002098,O00534,Prospecting,2025-01-10,2025-01-29
H002099,O00534,Qualification,2025-01-29,2025-04-13
H002100,O00534,Proposal,2025-04-13,2025-04-17
H002101,O00534,Closed Lost,2025-04-17,
H002102,O00535,Prospecting,2026-04-21,2026-05-07
H002103,O00535,Qualification,2026-05-07,2026-05-08
H002104,O00535,Proposal,2026-05-08,2026-05-15
H002105,O00535,Negotiation,2026-05-15,
H002106,O00536,Prospecting,2026-04-25,
H002107,O00537,Prospecting,2025-08-08,2025-08-12
H002108,O00537,Qualification,2025-08-12,2025-08-16
H002109,O00537,Proposal,2025-08-16,2025-09-12
H002110,O00537,Negotiation,2025-09-12,2025-10-06
H002111,O00537,Closed Won,2025-10-06,
H002112,O00538,Prospecting,2025-05-19,2025-06-21
H002113,O00538,Qualification,2025-06-21,2025-06-22
H002114,O00538,Proposal,2025-06-22,2025-07-20
H002115,O00538,Negotiation,2025-07-20,2025-08-11
H002116,O00538,Closed Won,2025-08-11,
H002117,O00539,Prospecting,2024-06-09,2024-08-20
H002118,O00539,Closed Lost,2024-08-20,
H002119,O00540,Prospecting,2025-04-22,2025-04-28
H002120,O00540,Qualification,2025-04-28,2025-06-03
H002121,O00540,Proposal,2025-06-03,2025-07-04
H002122,O00540,Negotiation,2025-07-04,2025-08-16
H002123,O00540,Closed Won,2025-08-16,
H002124,O00541,Prospecting,2025-05-06,2025-05-06
H002125,O00541,Qualification,2025-05-06,2025-05-09
H002126,O00541,Proposal,2025-05-09,2025-05-21
H002127,O00541,Negotiation,2025-05-21,2025-05-30
H002128,O00541,Closed Won,2025-05-30,
H002129,O00542,Prospecting,2024-10-13,2024-10-21
H002130,O00542,Qualification,2024-10-21,2024-11-18
H002131,O00542,Proposal,2024-11-18,2024-12-18
H002132,O00542,Negotiation,2024-12-18,2025-01-15
H002133,O00542,Closed Won,2025-01-15,
H002134,O00543,Prospecting,2026-04-25,2026-05-05
H002135,O00543,Qualification,2026-05-05,
H002136,O00544,Prospecting,2025-06-26,2025-10-17
H002137,O00544,Closed Lost,2025-10-17,
H002138,O00545,Prospecting,2025-06-12,2025-06-16
H002139,O00545,Qualification,2025-06-16,2025-06-19
H002140,O00545,Proposal,2025-06-19,2025-07-04
H002141,O00545,Negotiation,2025-07-04,2025-07-28
H002142,O00545,Closed Won,2025-07-28,
H002143,O00546,Prospecting,2025-07-16,2025-10-03
H002144,O00546,Qualification,2025-10-03,2025-11-06
H002145,O00546,Closed Lost,2025-11-06,
H002146,O00547,Prospecting,2024-12-04,2024-12-21
H002147,O00547,Qualification,2024-12-21,2025-02-10
H002148,O00547,Proposal,2025-02-10,2025-02-16
H002149,O00547,Negotiation,2025-02-16,2025-03-06
H002150,O00547,Closed Won,2025-03-06,
H002151,O00548,Prospecting,2024-08-20,2024-09-26
H002152,O00548,Qualification,2024-09-26,2024-11-27
H002153,O00548,Closed Lost,2024-11-27,
H002154,O00549,Prospecting,2024-08-12,2024-08-12
H002155,O00549,Qualification,2024-08-12,2024-09-28
H002156,O00549,Proposal,2024-09-28,2024-10-12
H002157,O00549,Negotiation,2024-10-12,2024-11-02
H002158,O00549,Closed Won,2024-11-02,
H002159,O00550,Prospecting,2026-04-19,2026-05-03
H002160,O00550,Qualification,2026-05-03,2026-05-07
H002161,O00550,Proposal,2026-05-07,
H002162,O00551,Prospecting,2025-05-05,2025-06-04
H002163,O00551,Qualification,2025-06-04,2025-06-17
H002164,O00551,Proposal,2025-06-17,2025-06-22
H002165,O00551,Negotiation,2025-06-22,2025-06-24
H002166,O00551,Closed Won,2025-06-24,
H002167,O00552,Prospecting,2024-09-20,2025-01-10
H002168,O00552,Closed Lost,2025-01-10,
H002169,O00553,Prospecting,2026-01-24,2026-01-24
H002170,O00553,Qualification,2026-01-24,2026-03-04
H002171,O00553,Proposal,2026-03-04,2026-03-15
H002172,O00553,Negotiation,2026-03-15,2026-04-11
H002173,O00553,Closed Won,2026-04-11,
H002174,O00554,Prospecting,2025-03-30,2025-04-01
H002175,O00554,Qualification,2025-04-01,2025-04-09
H002176,O00554,Proposal,2025-04-09,2025-04-14
H002177,O00554,Negotiation,2025-04-14,2025-04-24
H002178,O00554,Closed Lost,2025-04-24,
H002179,O00555,Prospecting,2026-03-14,2026-05-08
H002180,O00555,Qualification,2026-05-08,2026-05-20
H002181,O00555,Proposal,2026-05-20,2026-05-21
H002182,O00555,Negotiation,2026-05-21,
H002183,O00556,Prospecting,2025-03-05,2025-03-19
H002184,O00556,Qualification,2025-03-19,2025-04-01
H002185,O00556,Proposal,2025-04-01,2025-04-03
H002186,O00556,Negotiation,2025-04-03,2025-04-05
H002187,O00556,Closed Won,2025-04-05,
H002188,O00557,Prospecting,2024-07-31,2024-08-18
H002189,O00557,Qualification,2024-08-18,2024-10-22
H002190,O00557,Proposal,2024-10-22,2024-11-15
H002191,O00557,Negotiation,2024-11-15,2024-11-24
H002192,O00557,Closed Won,2024-11-24,
H002193,O00558,Prospecting,2025-08-31,2025-12-14
H002194,O00558,Closed Lost,2025-12-14,
H002195,O00559,Prospecting,2026-04-13,2026-05-11
H002196,O00559,Qualification,2026-05-11,
H002197,O00560,Prospecting,2025-05-26,2025-06-04
H002198,O00560,Qualification,2025-06-04,2025-06-04
H002199,O00560,Proposal,2025-06-04,2025-06-07
H002200,O00560,Negotiation,2025-06-07,2025-09-15
H002201,O00560,Closed Lost,2025-09-15,
H002202,O00561,Prospecting,2024-09-08,2024-09-08
H002203,O00561,Qualification,2024-09-08,2024-09-12
H002204,O00561,Proposal,2024-09-12,2024-10-16
H002205,O00561,Negotiation,2024-10-16,2024-11-14
H002206,O00561,Closed Won,2024-11-14,
H002207,O00562,Prospecting,2025-05-09,2025-07-17
H002208,O00562,Qualification,2025-07-17,2025-09-04
H002209,O00562,Closed Lost,2025-09-04,
H002210,O00563,Prospecting,2025-02-28,2025-03-05
H002211,O00563,Qualification,2025-03-05,2025-04-07
H002212,O00563,Closed Lost,2025-04-07,
H002213,O00564,Prospecting,2026-03-06,2026-03-29
H002214,O00564,Qualification,2026-03-29,2026-05-04
H002215,O00564,Proposal,2026-05-04,
H002216,O00565,Prospecting,2026-05-04,2026-05-08
H002217,O00565,Qualification,2026-05-08,2026-05-25
H002218,O00565,Proposal,2026-05-25,
H002219,O00566,Prospecting,2026-03-08,2026-04-02
H002220,O00566,Qualification,2026-04-02,
H002221,O00567,Prospecting,2026-05-11,2026-05-17
H002222,O00567,Qualification,2026-05-17,2026-05-18
H002223,O00567,Proposal,2026-05-18,2026-05-20
H002224,O00567,Negotiation,2026-05-20,
H002225,O00568,Prospecting,2025-11-13,2025-12-08
H002226,O00568,Qualification,2025-12-08,2025-12-16
H002227,O00568,Proposal,2025-12-16,2025-12-18
H002228,O00568,Negotiation,2025-12-18,2025-12-27
H002229,O00568,Closed Lost,2025-12-27,
H002230,O00569,Prospecting,2024-09-18,2024-10-01
H002231,O00569,Qualification,2024-10-01,2024-10-08
H002232,O00569,Proposal,2024-10-08,2024-11-26
H002233,O00569,Negotiation,2024-11-26,2024-12-20
H002234,O00569,Closed Lost,2024-12-20,
H002235,O00570,Prospecting,2026-03-15,2026-04-16
H002236,O00570,Qualification,2026-04-16,
H002237,O00571,Prospecting,2026-03-24,
H002238,O00572,Prospecting,2025-06-18,2025-07-14
H002239,O00572,Qualification,2025-07-14,2025-08-11
H002240,O00572,Proposal,2025-08-11,2025-09-03
H002241,O00572,Negotiation,2025-09-03,2025-10-08
H002242,O00572,Closed Won,2025-10-08,
H002243,O00573,Prospecting,2026-05-26,
H002244,O00574,Prospecting,2024-08-31,2024-09-21
H002245,O00574,Closed Lost,2024-09-21,
H002246,O00575,Prospecting,2025-09-04,2025-09-20
H002247,O00575,Qualification,2025-09-20,2025-10-19
H002248,O00575,Proposal,2025-10-19,2025-12-06
H002249,O00575,Closed Lost,2025-12-06,
H002250,O00576,Prospecting,2024-07-05,2024-07-06
H002251,O00576,Qualification,2024-07-06,2024-08-07
H002252,O00576,Proposal,2024-08-07,2024-08-23
H002253,O00576,Negotiation,2024-08-23,2024-09-04
H002254,O00576,Closed Won,2024-09-04,
H002255,O00577,Prospecting,2025-11-03,2026-01-12
H002256,O00577,Qualification,2026-01-12,2026-01-26
H002257,O00577,Proposal,2026-01-26,2026-02-01
H002258,O00577,Negotiation,2026-02-01,2026-02-05
H002259,O00577,Closed Won,2026-02-05,
H002260,O00578,Prospecting,2025-03-18,2025-03-24
H002261,O00578,Qualification,2025-03-24,2025-05-01
H002262,O00578,Proposal,2025-05-01,2025-05-07
H002263,O00578,Negotiation,2025-05-07,2025-06-03
H002264,O00578,Closed Won,2025-06-03,
H002265,O00579,Prospecting,2026-05-05,2026-05-09
H002266,O00579,Qualification,2026-05-09,2026-05-30
H002267,O00579,Proposal,2026-05-30,
H002268,O00580,Prospecting,2026-05-07,2026-05-10
H002269,O00580,Qualification,2026-05-10,2026-05-18
H002270,O00580,Proposal,2026-05-18,
H002271,O00581,Prospecting,2025-10-05,2025-10-08
H002272,O00581,Qualification,2025-10-08,2025-10-08
H002273,O00581,Proposal,2025-10-08,2025-12-02
H002274,O00581,Negotiation,2025-12-02,2026-01-01
H002275,O00581,Closed Won,2026-01-01,
H002276,O00582,Prospecting,2026-05-18,2026-05-19
H002277,O00582,Qualification,2026-05-19,
H002278,O00583,Prospecting,2024-10-15,2024-12-23
H002279,O00583,Qualification,2024-12-23,2025-01-19
H002280,O00583,Proposal,2025-01-19,2025-01-20
H002281,O00583,Negotiation,2025-01-20,2025-01-26
H002282,O00583,Closed Won,2025-01-26,
H002283,O00584,Prospecting,2024-11-14,2025-01-14
H002284,O00584,Qualification,2025-01-14,2025-02-04
H002285,O00584,Proposal,2025-02-04,2025-02-23
H002286,O00584,Closed Lost,2025-02-23,
H002287,O00585,Prospecting,2026-04-19,
H002288,O00586,Prospecting,2025-04-03,2025-05-01
H002289,O00586,Closed Lost,2025-05-01,
H002290,O00587,Prospecting,2024-08-09,2024-08-13
H002291,O00587,Qualification,2024-08-13,2024-08-25
H002292,O00587,Proposal,2024-08-25,2024-08-28
H002293,O00587,Negotiation,2024-08-28,2024-08-30
H002294,O00587,Closed Won,2024-08-30,
H002295,O00588,Prospecting,2024-08-06,2024-08-28
H002296,O00588,Qualification,2024-08-28,2024-08-29
H002297,O00588,Proposal,2024-08-29,2024-09-21
H002298,O00588,Negotiation,2024-09-21,2024-10-27
H002299,O00588,Closed Won,2024-10-27,
H002300,O00589,Prospecting,2026-04-20,2026-05-17
H002301,O00589,Qualification,2026-05-17,
H002302,O00590,Prospecting,2026-05-02,2026-05-16
H002303,O00590,Qualification,2026-05-16,
H002304,O00591,Prospecting,2024-06-24,2024-07-16
H002305,O00591,Qualification,2024-07-16,2024-07-18
H002306,O00591,Proposal,2024-07-18,2024-08-17
H002307,O00591,Closed Lost,2024-08-17,
H002308,O00592,Prospecting,2025-07-13,2025-07-17
H002309,O00592,Qualification,2025-07-17,2025-09-06
H002310,O00592,Closed Lost,2025-09-06,
H002311,O00593,Prospecting,2024-07-18,2024-07-19
H002312,O00593,Qualification,2024-07-19,2024-07-22
H002313,O00593,Proposal,2024-07-22,2024-08-09
H002314,O00593,Negotiation,2024-08-09,2024-08-17
H002315,O00593,Closed Won,2024-08-17,
H002316,O00594,Prospecting,2025-10-03,2025-11-10
H002317,O00594,Qualification,2025-11-10,2025-12-07
H002318,O00594,Proposal,2025-12-07,2025-12-15
H002319,O00594,Negotiation,2025-12-15,2025-12-16
H002320,O00594,Closed Won,2025-12-16,
H002321,O00595,Prospecting,2024-05-08,2024-06-05
H002322,O00595,Qualification,2024-06-05,2024-07-31
H002323,O00595,Proposal,2024-07-31,2024-08-02
H002324,O00595,Negotiation,2024-08-02,2024-08-31
H002325,O00595,Closed Won,2024-08-31,
H002326,O00596,Prospecting,2026-05-18,
H002327,O00597,Prospecting,2026-03-24,
H002328,O00598,Prospecting,2024-08-24,2024-09-09
H002329,O00598,Qualification,2024-09-09,2024-09-29
H002330,O00598,Proposal,2024-09-29,2024-10-14
H002331,O00598,Negotiation,2024-10-14,2024-10-30
H002332,O00598,Closed Won,2024-10-30,
H002333,O00599,Prospecting,2026-02-06,2026-02-24
H002334,O00599,Qualification,2026-02-24,2026-02-24
H002335,O00599,Proposal,2026-02-24,2026-02-25
H002336,O00599,Negotiation,2026-02-25,2026-02-26
H002337,O00599,Closed Won,2026-02-26,
H002338,O00600,Prospecting,2025-09-12,2025-12-20
H002339,O00600,Closed Lost,2025-12-20,
H002340,O00601,Prospecting,2024-11-07,2024-11-16
H002341,O00601,Qualification,2024-11-16,2024-11-18
H002342,O00601,Proposal,2024-11-18,2025-01-01
H002343,O00601,Negotiation,2025-01-01,2025-02-27
H002344,O00601,Closed Won,2025-02-27,
H002345,O00602,Prospecting,2026-03-02,2026-04-13
H002346,O00602,Qualification,2026-04-13,
H002347,O00603,Prospecting,2024-08-20,2024-08-27
H002348,O00603,Qualification,2024-08-27,2024-09-12
H002349,O00603,Proposal,2024-09-12,2024-09-29
H002350,O00603,Negotiation,2024-09-29,2024-10-13
H002351,O00603,Closed Won,2024-10-13,
H002352,O00604,Prospecting,2025-02-16,2025-02-17
H002353,O00604,Qualification,2025-02-17,2025-03-02
H002354,O00604,Proposal,2025-03-02,2025-03-06
H002355,O00604,Negotiation,2025-03-06,2025-04-01
H002356,O00604,Closed Won,2025-04-01,
H002357,O00605,Prospecting,2026-03-17,2026-04-10
H002358,O00605,Qualification,2026-04-10,2026-05-09
H002359,O00605,Proposal,2026-05-09,2026-05-15
H002360,O00605,Negotiation,2026-05-15,
H002361,O00606,Prospecting,2025-06-03,2025-09-01
H002362,O00606,Qualification,2025-09-01,2025-09-25
H002363,O00606,Closed Lost,2025-09-25,
H002364,O00607,Prospecting,2026-04-01,
H002365,O00608,Prospecting,2024-07-24,2024-08-05
H002366,O00608,Qualification,2024-08-05,2024-08-13
H002367,O00608,Proposal,2024-08-13,2024-09-03
H002368,O00608,Negotiation,2024-09-03,2024-10-14
H002369,O00608,Closed Won,2024-10-14,
H002370,O00609,Prospecting,2025-07-14,2025-10-07
H002371,O00609,Qualification,2025-10-07,2025-10-27
H002372,O00609,Closed Lost,2025-10-27,
H002373,O00610,Prospecting,2026-02-04,2026-02-15
H002374,O00610,Qualification,2026-02-15,2026-03-02
H002375,O00610,Proposal,2026-03-02,2026-03-14
H002376,O00610,Negotiation,2026-03-14,2026-05-10
H002377,O00610,Closed Won,2026-05-10,
H002378,O00611,Prospecting,2024-06-22,2024-06-28
H002379,O00611,Qualification,2024-06-28,2024-07-13
H002380,O00611,Proposal,2024-07-13,2024-07-22
H002381,O00611,Negotiation,2024-07-22,2024-07-23
H002382,O00611,Closed Lost,2024-07-23,
H002383,O00612,Prospecting,2024-08-21,2024-09-10
H002384,O00612,Qualification,2024-09-10,2024-09-14
H002385,O00612,Proposal,2024-09-14,2024-10-18
H002386,O00612,Closed Lost,2024-10-18,
H002387,O00613,Prospecting,2025-03-26,2025-04-24
H002388,O00613,Qualification,2025-04-24,2025-05-09
H002389,O00613,Proposal,2025-05-09,2025-05-28
H002390,O00613,Negotiation,2025-05-28,2025-07-08
H002391,O00613,Closed Won,2025-07-08,
H002392,O00614,Prospecting,2026-03-17,2026-03-21
H002393,O00614,Qualification,2026-03-21,2026-03-28
H002394,O00614,Proposal,2026-03-28,2026-04-10
H002395,O00614,Negotiation,2026-04-10,2026-04-18
H002396,O00614,Closed Won,2026-04-18,
H002397,O00615,Prospecting,2024-12-30,2025-01-04
H002398,O00615,Qualification,2025-01-04,2025-01-06
H002399,O00615,Proposal,2025-01-06,2025-03-07
H002400,O00615,Closed Lost,2025-03-07,
H002401,O00616,Prospecting,2024-11-12,2024-11-19
H002402,O00616,Qualification,2024-11-19,2025-02-23
H002403,O00616,Closed Lost,2025-02-23,
H002404,O00617,Prospecting,2024-11-23,2025-01-10
H002405,O00617,Qualification,2025-01-10,2025-03-20
H002406,O00617,Closed Lost,2025-03-20,
H002407,O00618,Prospecting,2026-05-12,2026-05-25
H002408,O00618,Qualification,2026-05-25,2026-05-29
H002409,O00618,Proposal,2026-05-29,
H002410,O00619,Prospecting,2026-03-04,2026-05-28
H002411,O00619,Qualification,2026-05-28,
H002412,O00620,Prospecting,2026-03-26,2026-04-05
H002413,O00620,Qualification,2026-04-05,2026-05-22
H002414,O00620,Proposal,2026-05-22,2026-05-29
H002415,O00620,Negotiation,2026-05-29,
H002416,O00621,Prospecting,2025-02-03,2025-02-18
H002417,O00621,Qualification,2025-02-18,2025-02-24
H002418,O00621,Proposal,2025-02-24,2025-04-11
H002419,O00621,Negotiation,2025-04-11,2025-05-11
H002420,O00621,Closed Won,2025-05-11,
H002421,O00622,Prospecting,2025-10-20,2025-11-19
H002422,O00622,Qualification,2025-11-19,2025-11-22
H002423,O00622,Proposal,2025-11-22,2026-02-09
H002424,O00622,Closed Lost,2026-02-09,
H002425,O00623,Prospecting,2026-02-14,2026-02-17
H002426,O00623,Qualification,2026-02-17,2026-02-20
H002427,O00623,Proposal,2026-02-20,2026-03-07
H002428,O00623,Negotiation,2026-03-07,2026-03-11
H002429,O00623,Closed Won,2026-03-11,
H002430,O00624,Prospecting,2024-05-02,2024-05-04
H002431,O00624,Qualification,2024-05-04,2024-05-14
H002432,O00624,Proposal,2024-05-14,2024-05-22
H002433,O00624,Negotiation,2024-05-22,2024-06-05
H002434,O00624,Closed Won,2024-06-05,
H002435,O00625,Prospecting,2025-02-26,2025-02-27
H002436,O00625,Qualification,2025-02-27,2025-04-01
H002437,O00625,Proposal,2025-04-01,2025-04-28
H002438,O00625,Negotiation,2025-04-28,2025-06-04
H002439,O00625,Closed Won,2025-06-04,
H002440,O00626,Prospecting,2026-05-09,
H002441,O00627,Prospecting,2024-12-12,2025-01-28
H002442,O00627,Qualification,2025-01-28,2025-02-15
H002443,O00627,Proposal,2025-02-15,2025-02-26
H002444,O00627,Closed Lost,2025-02-26,
H002445,O00628,Prospecting,2024-09-29,2024-10-10
H002446,O00628,Qualification,2024-10-10,2024-10-29
H002447,O00628,Proposal,2024-10-29,2024-11-22
H002448,O00628,Negotiation,2024-11-22,2024-12-05
H002449,O00628,Closed Lost,2024-12-05,
H002450,O00629,Prospecting,2024-10-14,2024-10-22
H002451,O00629,Qualification,2024-10-22,2024-10-25
H002452,O00629,Proposal,2024-10-25,2024-11-23
H002453,O00629,Negotiation,2024-11-23,2024-12-12
H002454,O00629,Closed Won,2024-12-12,
H002455,O00630,Prospecting,2026-03-14,2026-04-12
H002456,O00630,Qualification,2026-04-12,
H002457,O00631,Prospecting,2026-03-07,2026-03-29
H002458,O00631,Qualification,2026-03-29,
H002459,O00632,Prospecting,2026-03-15,2026-04-20
H002460,O00632,Qualification,2026-04-20,2026-04-27
H002461,O00632,Proposal,2026-04-27,
H002462,O00633,Prospecting,2024-06-27,2024-06-28
H002463,O00633,Qualification,2024-06-28,2024-06-29
H002464,O00633,Proposal,2024-06-29,2024-08-17
H002465,O00633,Closed Lost,2024-08-17,
H002466,O00634,Prospecting,2026-03-20,
H002467,O00635,Prospecting,2025-05-29,2025-06-22
H002468,O00635,Qualification,2025-06-22,2025-09-08
H002469,O00635,Proposal,2025-09-08,2025-09-12
H002470,O00635,Negotiation,2025-09-12,2025-09-13
H002471,O00635,Closed Won,2025-09-13,
H002472,O00636,Prospecting,2024-06-14,2024-06-19
H002473,O00636,Qualification,2024-06-19,2024-06-24
H002474,O00636,Proposal,2024-06-24,2024-06-26
H002475,O00636,Negotiation,2024-06-26,2024-07-14
H002476,O00636,Closed Won,2024-07-14,
H002477,O00637,Prospecting,2025-04-22,2025-06-17
H002478,O00637,Closed Lost,2025-06-17,
H002479,O00638,Prospecting,2024-05-03,2024-05-07
H002480,O00638,Qualification,2024-05-07,2024-06-01
H002481,O00638,Closed Lost,2024-06-01,
H002482,O00639,Prospecting,2024-08-24,2024-08-27
H002483,O00639,Qualification,2024-08-27,2024-09-02
H002484,O00639,Proposal,2024-09-02,2024-09-14
H002485,O00639,Negotiation,2024-09-14,2024-09-21
H002486,O00639,Closed Lost,2024-09-21,
H002487,O00640,Prospecting,2026-01-07,2026-01-24
H002488,O00640,Qualification,2026-01-24,2026-02-23
H002489,O00640,Proposal,2026-02-23,2026-03-20
H002490,O00640,Closed Lost,2026-03-20,
H002491,O00641,Prospecting,2024-12-22,2025-01-28
H002492,O00641,Qualification,2025-01-28,2025-02-10
H002493,O00641,Proposal,2025-02-10,2025-02-21
H002494,O00641,Negotiation,2025-02-21,2025-03-20
H002495,O00641,Closed Lost,2025-03-20,
H002496,O00642,Prospecting,2024-05-18,2024-05-20
H002497,O00642,Qualification,2024-05-20,2024-06-29
H002498,O00642,Proposal,2024-06-29,2024-07-01
H002499,O00642,Negotiation,2024-07-01,2024-07-03
H002500,O00642,Closed Won,2024-07-03,
H002501,O00643,Prospecting,2026-03-19,2026-05-20
H002502,O00643,Qualification,2026-05-20,2026-05-28
H002503,O00643,Proposal,2026-05-28,
H002504,O00644,Prospecting,2024-09-19,2024-09-22
H002505,O00644,Qualification,2024-09-22,2024-11-01
H002506,O00644,Proposal,2024-11-01,2024-12-08
H002507,O00644,Negotiation,2024-12-08,2025-01-12
H002508,O00644,Closed Won,2025-01-12,
H002509,O00645,Prospecting,2024-07-15,2024-07-17
H002510,O00645,Qualification,2024-07-17,2024-08-18
H002511,O00645,Proposal,2024-08-18,2024-10-04
H002512,O00645,Negotiation,2024-10-04,2024-10-17
H002513,O00645,Closed Won,2024-10-17,
H002514,O00646,Prospecting,2026-04-24,2026-04-29
H002515,O00646,Qualification,2026-04-29,
H002516,O00647,Prospecting,2026-02-20,2026-05-07
H002517,O00647,Closed Lost,2026-05-07,
H002518,O00648,Prospecting,2026-05-05,2025-08-11
H002519,O00648,Qualification,2025-08-11,
H002520,O00649,Prospecting,2026-05-14,2026-05-16
H002521,O00649,Qualification,2026-05-16,2026-05-30
H002522,O00649,Proposal,2026-05-30,
H002523,O00650,Prospecting,2024-12-11,2024-12-13
H002524,O00650,Qualification,2024-12-13,2024-12-27
H002525,O00650,Proposal,2024-12-27,2025-01-06
H002526,O00650,Negotiation,2025-01-06,2025-01-07
H002527,O00650,Closed Lost,2025-01-07,
H002528,O00651,Prospecting,2024-10-16,2024-12-23
H002529,O00651,Closed Lost,2024-12-23,
H002530,O00652,Prospecting,2025-04-09,2025-04-21
H002531,O00652,Qualification,2025-04-21,2025-04-28
H002532,O00652,Proposal,2025-04-28,2025-05-04
H002533,O00652,Negotiation,2025-05-04,2025-08-06
H002534,O00652,Closed Won,2025-08-06,
H002535,O00653,Prospecting,2025-01-02,2025-01-03
H002536,O00653,Qualification,2025-01-03,2025-01-15
